metabolite	uloq	lloq	value	date	time_pretty	location	below_lloq	above_uloq	extraction	machine
Metabolite of opioid	5	0.05	0.108	FB08SEP18	10:30	2	0	0	austin	Waters_SPE1
Muscle Relaxant	10	0.05		FB08SEP18	10:30	2			austin	Waters_SPE1
Narcotic	20	0.05		FB08SEP18	10:30	2			austin	Waters_SPE1
Narcotic (New Psychoactive Susbstance)	10	0.75		FB08SEP18	10:30	2			austin	Waters_SPE1
Opioid	2.5	0.05	0.174	FB08SEP18	10:30	2	0	0	austin	Waters_SPE1
Sedative	20	0.5		FB08SEP18	10:30	2			austin	Waters_SPE1
Stimulant	5	0.05	0.951	FB08SEP18	10:30	2	0	0	austin	Waters_SPE1
Analgesic	20	0.5		FB08SEP18	10:30	3			austin	Waters_SPE1
Anesthetic	10	0.05		FB08SEP18	10:30	3			austin	Waters_SPE1
Anorectic	5	0.05	0.101	FB08SEP18	10:30	3	0	0	austin	Waters_SPE1
Antidepressant and Sedative	20	0.5		FB08SEP18	10:30	3			austin	Waters_SPE1
Anxiolytic	20	0.5		FB08SEP18	10:30	3			austin	Waters_SPE1
Benzodiazepine	5	0.05		FB08SEP18	10:30	3			austin	Waters_SPE1
Benzodiazepine or metabolite of Benzodiazepines	2.5	0.05		FB08SEP18	10:30	3			austin	Waters_SPE1
CNS stimulant	20	0.15	4.926	FB08SEP18	10:30	3	0	1	austin	Waters_SPE1
Decongestant	20	0.05	6.477	FB08SEP18	10:30	3	0	1	austin	Waters_SPE1
Hallucinogen/Stimulant	10	0.05		FB08SEP18	10:30	3			austin	Waters_SPE1
Hynotics	5	0.05		FB08SEP18	10:30	3			austin	Waters_SPE1
Metabolite of Benzodiazepam	20	0.05		FB08SEP18	10:30	3			austin	Waters_SPE1
Metabolite of CNS stimulant	20	0.05	5.243	FB08SEP18	10:30	3	0	1	austin	Waters_SPE1
Metabolite of Narcotic	10	0.75		FB08SEP18	10:30	3			austin	Waters_SPE1
Metabolite of a Narcotic	5	0.05		FB08SEP18	10:30	3			austin	Waters_SPE1
Metabolite of narcotic	10	0.05		FB08SEP18	10:30	3			austin	Waters_SPE1
Metabolite of opioid	10	0.05		FB08SEP18	10:30	3			austin	Waters_SPE1
Muscle Relaxant	10	0.05		FB08SEP18	10:30	3			austin	Waters_SPE1
Narcotic	20	0.05	0.431	FB08SEP18	10:30	3	0	0	austin	Waters_SPE1
Narcotic (New Psychoactive Susbstance)	10	0.75		FB08SEP18	10:30	3			austin	Waters_SPE1
Opioid	20	0.75		FB08SEP18	10:30	3			austin	Waters_SPE1
Sedative	20	0.5		FB08SEP18	10:30	3			austin	Waters_SPE1
Stimulant	5	0.05	2.271	FB08SEP18	10:30	3	0	0	austin	Waters_SPE1
Analgesic	20	0.5		FB08SEP18	10:30	1			zach	Waters_SPE2
Anesthetic	10	0.05		FB08SEP18	10:30	1			zach	Waters_SPE2
Anorectic	5	0.05	0.07	FB08SEP18	10:30	1	0	0	zach	Waters_SPE2
Antidepressant and Sedative	20	0.5		FB08SEP18	10:30	1			zach	Waters_SPE2
Anxiolytic	20	0.5		FB08SEP18	10:30	1			zach	Waters_SPE2
Benzodiazepine	5	0.05		FB08SEP18	10:30	1			zach	Waters_SPE2
Benzodiazepine or metabolite of Benzodiazepines	2.5	0.05		FB08SEP18	10:30	1			zach	Waters_SPE2
CNS stimulant	20	0.15	10.39	FB08SEP18	10:30	1	0	0	zach	Waters_SPE2
Decongestant	20	0.05	9.02	FB08SEP18	10:30	1	0	1	zach	Waters_SPE2
Hallucinogen/Stimulant	10	0.05		FB08SEP18	10:30	1			zach	Waters_SPE2
Hynotics	5	0.05		FB08SEP18	10:30	1			zach	Waters_SPE2
Metabolite of Benzodiazepam	20	0.05		FB08SEP18	10:30	1			zach	Waters_SPE2
Metabolite of CNS stimulant	20	0.05	3.09	FB08SEP18	10:30	1	0	1	zach	Waters_SPE2
Metabolite of Narcotic	10	0.75		FB08SEP18	10:30	1			zach	Waters_SPE2
Metabolite of a Narcotic	5	0.05		FB08SEP18	10:30	1			zach	Waters_SPE2
Metabolite of narcotic	10	0.5	1.38	FB08SEP18	10:30	1	0	0	zach	Waters_SPE2
Metabolite of opioid	10	0.05		FB08SEP18	10:30	1			zach	Waters_SPE2
Muscle Relaxant	10	0.05		FB08SEP18	10:30	1			zach	Waters_SPE2
Narcotic	20	0.05	0.19	FB08SEP18	10:30	1	0	0	zach	Waters_SPE2
Narcotic (New Psychoactive Susbstance)	10	0.75		FB08SEP18	10:30	1			zach	Waters_SPE2
Opioid	2.5	0.05	0.025	FB08SEP18	10:30	1	1	0	zach	Waters_SPE2
Sedative	20	0.5		FB08SEP18	10:30	1			zach	Waters_SPE2
Stimulant	5	0.05		FB08SEP18	10:30	1			zach	Waters_SPE2
Analgesic	20	0.5		FB08SEP18	10:30	2			zach	Waters_SPE2
Anesthetic	10	0.05		FB08SEP18	10:30	2			zach	Waters_SPE2
Anorectic	5	0.05	0.62	FB08SEP18	10:30	2	0	0	zach	Waters_SPE2
Antidepressant and Sedative	20	0.5		FB08SEP18	10:30	2			zach	Waters_SPE2
Anxiolytic	20	0.5		FB08SEP18	10:30	2			zach	Waters_SPE2
Benzodiazepine	5	0.05		FB08SEP18	10:30	2			zach	Waters_SPE2
Benzodiazepine or metabolite of Benzodiazepines	2.5	0.05		FB08SEP18	10:30	2			zach	Waters_SPE2
CNS stimulant	20	0.15	0.11	FB08SEP18	10:30	2	1	0	zach	Waters_SPE2
Decongestant	20	0.05	15.39	FB08SEP18	10:30	2	0	0	zach	Waters_SPE2
Hallucinogen/Stimulant	10	0.05	0.12	FB08SEP18	10:30	2	0	0	zach	Waters_SPE2
Hynotics	5	0.05		FB08SEP18	10:30	2			zach	Waters_SPE2
Metabolite of Benzodiazepam	20	0.05		FB08SEP18	10:30	2			zach	Waters_SPE2
Metabolite of CNS stimulant	20	0.05	0.1	FB08SEP18	10:30	2	0	0	zach	Waters_SPE2
Metabolite of Narcotic	10	0.75	0.11	FB08SEP18	10:30	2	1	0	zach	Waters_SPE2
Metabolite of a Narcotic	5	0.05		FB08SEP18	10:30	2			zach	Waters_SPE2
Metabolite of narcotic	10	0.05		FB08SEP18	10:30	2			zach	Waters_SPE2
Metabolite of opioid	5	0.05	0.23	FB08SEP18	10:30	2	0	0	zach	Waters_SPE2
Muscle Relaxant	10	0.05		FB08SEP18	10:30	2			zach	Waters_SPE2
Narcotic	20	0.05		FB08SEP18	10:30	2			zach	Waters_SPE2
Narcotic (New Psychoactive Susbstance)	10	0.75		FB08SEP18	10:30	2			zach	Waters_SPE2
Opioid	2.5	0.05	0.18	FB08SEP18	10:30	2	0	0	zach	Waters_SPE2
Sedative	20	0.5		FB08SEP18	10:30	2			zach	Waters_SPE2
Stimulant	5	0.05	1.93	FB08SEP18	10:30	2	0	0	zach	Waters_SPE2
Analgesic	20	0.5		FB08SEP18	10:30	3			zach	Waters_SPE2
Anesthetic	10	0.05		FB08SEP18	10:30	3			zach	Waters_SPE2
Anorectic	5	0.05		FB08SEP18	10:30	3			zach	Waters_SPE2
Antidepressant and Sedative	20	0.5		FB08SEP18	10:30	3			zach	Waters_SPE2
Anxiolytic	20	0.5		FB08SEP18	10:30	3			zach	Waters_SPE2
Benzodiazepine	5	0.05		FB08SEP18	10:30	3			zach	Waters_SPE2
Benzodiazepine or metabolite of Benzodiazepines	2.5	0.05		FB08SEP18	10:30	3			zach	Waters_SPE2
CNS stimulant	20	0.15		FB08SEP18	10:30	3			zach	Waters_SPE2
Decongestant	20	0.05		FB08SEP18	10:30	3			zach	Waters_SPE2
Hallucinogen/Stimulant	10	0.05		FB08SEP18	10:30	3			zach	Waters_SPE2
Hynotics	5	0.05		FB08SEP18	10:30	3			zach	Waters_SPE2
Metabolite of Benzodiazepam	20	0.05		FB08SEP18	10:30	3			zach	Waters_SPE2
Metabolite of CNS stimulant	20	0.05		FB08SEP18	10:30	3			zach	Waters_SPE2
Metabolite of Narcotic	10	0.75		FB08SEP18	10:30	3			zach	Waters_SPE2
Metabolite of a Narcotic	5	0.05		FB08SEP18	10:30	3			zach	Waters_SPE2
Metabolite of narcotic	10	0.05		FB08SEP18	10:30	3			zach	Waters_SPE2
Metabolite of opioid	10	0.05		FB08SEP18	10:30	3			zach	Waters_SPE2
Muscle Relaxant	10	0.05		FB08SEP18	10:30	3			zach	Waters_SPE2
Narcotic	20	0.05		FB08SEP18	10:30	3			zach	Waters_SPE2
Narcotic (New Psychoactive Susbstance)	10	0.75		FB08SEP18	10:30	3			zach	Waters_SPE2
Opioid	20	0.75		FB08SEP18	10:30	3			zach	Waters_SPE2
Sedative	20	0.5		FB08SEP18	10:30	3			zach	Waters_SPE2
Stimulant	5	0.05		FB08SEP18	10:30	3			zach	Waters_SPE2
Analgesic	20	0.5		FB08SEP18	11:00	1			austin	Shimadzu
Anesthetic	10	0.05		FB08SEP18	11:00	1			austin	Shimadzu
Anorectic	5	0.05		FB08SEP18	11:00	1			austin	Shimadzu
Antidepressant and Sedative	20	0.5		FB08SEP18	11:00	1			austin	Shimadzu
Anxiolytic	20	0.5		FB08SEP18	11:00	1			austin	Shimadzu
Benzodiazepine	5	0.05		FB08SEP18	11:00	1			austin	Shimadzu
Benzodiazepine or metabolite of Benzodiazepines	2.5	0.05		FB08SEP18	11:00	1			austin	Shimadzu
CNS stimulant	20	0.15		FB08SEP18	11:00	1			austin	Shimadzu
Decongestant	20	0.05		FB08SEP18	11:00	1			austin	Shimadzu
Hallucinogen/Stimulant	10	0.05		FB08SEP18	11:00	1			austin	Shimadzu
Hynotics	5	0.05		FB08SEP18	11:00	1			austin	Shimadzu
Metabolite of Benzodiazepam	20	0.05		FB08SEP18	11:00	1			austin	Shimadzu
Metabolite of CNS stimulant	20	0.05	0.118	FB08SEP18	11:00	1	0	0	austin	Shimadzu
Metabolite of Narcotic	10	0.75		FB08SEP18	11:00	1			austin	Shimadzu
Metabolite of a Narcotic	5	0.05		FB08SEP18	11:00	1			austin	Shimadzu
Metabolite of narcotic	10	0.05		FB08SEP18	11:00	1			austin	Shimadzu
Metabolite of opioid	10	0.05		FB08SEP18	11:00	1			austin	Shimadzu
Muscle Relaxant	10	0.05		FB08SEP18	11:00	1			austin	Shimadzu
Narcotic	20	0.05	0.356	FB08SEP18	11:00	1	0	0	austin	Shimadzu
Narcotic (New Psychoactive Susbstance)	10	0.75		FB08SEP18	11:00	1			austin	Shimadzu
Opioid	20	0.75		FB08SEP18	11:00	1			austin	Shimadzu
Sedative	20	0.5		FB08SEP18	11:00	1			austin	Shimadzu
Stimulant	5	0.05	1.997	FB08SEP18	11:00	1	0	0	austin	Shimadzu
Analgesic	20	0.5		FB08SEP18	11:00	2			austin	Shimadzu
Anesthetic	10	0.05		FB08SEP18	11:00	2			austin	Shimadzu
Anorectic	5	0.05		FB08SEP18	11:00	2			austin	Shimadzu
Antidepressant and Sedative	20	0.5		FB08SEP18	11:00	2			austin	Shimadzu
Anxiolytic	20	0.5		FB08SEP18	11:00	2			austin	Shimadzu
Benzodiazepine	5	0.05		FB08SEP18	11:00	2			austin	Shimadzu
Benzodiazepine or metabolite of Benzodiazepines	2.5	0.05		FB08SEP18	11:00	2			austin	Shimadzu
CNS stimulant	20	0.15		FB08SEP18	11:00	2			austin	Shimadzu
Decongestant	20	0.05		FB08SEP18	11:00	2			austin	Shimadzu
Hallucinogen/Stimulant	10	0.05		FB08SEP18	11:00	2			austin	Shimadzu
Hynotics	5	0.05		FB08SEP18	11:00	2			austin	Shimadzu
Metabolite of Benzodiazepam	20	0.05		FB08SEP18	11:00	2			austin	Shimadzu
Metabolite of CNS stimulant	20	0.05	0.534	FB08SEP18	11:00	2	0	0	austin	Shimadzu
Metabolite of Narcotic	10	0.75		FB08SEP18	11:00	2			austin	Shimadzu
Metabolite of a Narcotic	5	0.05		FB08SEP18	11:00	2			austin	Shimadzu
Metabolite of narcotic	10	0.05		FB08SEP18	11:00	2			austin	Shimadzu
Metabolite of opioid	5	0.05	0.035	FB08SEP18	11:00	2	1	0	austin	Shimadzu
Muscle Relaxant	10	0.05		FB08SEP18	11:00	2			austin	Shimadzu
Narcotic	20	0.05	0.212	FB08SEP18	11:00	2	0	0	austin	Shimadzu
Narcotic (New Psychoactive Susbstance)	10	0.75		FB08SEP18	11:00	2			austin	Shimadzu
Opioid	2.5	0.05	0.196	FB08SEP18	11:00	2	0	0	austin	Shimadzu
Sedative	20	0.5		FB08SEP18	11:00	2			austin	Shimadzu
Stimulant	5	0.05	0.17	FB08SEP18	11:00	2	0	0	austin	Shimadzu
Analgesic	20	0.5		FB08SEP18	11:00	3			austin	Shimadzu
Anesthetic	10	0.05		FB08SEP18	11:00	3			austin	Shimadzu
Anorectic	5	0.05		FB08SEP18	11:00	3			austin	Shimadzu
Antidepressant and Sedative	20	0.5		FB08SEP18	11:00	3			austin	Shimadzu
Anxiolytic	20	0.5		FB08SEP18	11:00	3			austin	Shimadzu
Benzodiazepine	5	0.05		FB08SEP18	11:00	3			austin	Shimadzu
Benzodiazepine or metabolite of Benzodiazepines	2.5	0.05		FB08SEP18	11:00	3			austin	Shimadzu
CNS stimulant	20	0.15		FB08SEP18	11:00	3			austin	Shimadzu
Decongestant	20	0.05		FB08SEP18	11:00	3			austin	Shimadzu
Hallucinogen/Stimulant	10	0.05		FB08SEP18	11:00	3			austin	Shimadzu
Hynotics	5	0.05		FB08SEP18	11:00	3			austin	Shimadzu
Metabolite of Benzodiazepam	20	0.05		FB08SEP18	11:00	3			austin	Shimadzu
Metabolite of CNS stimulant	20	0.05	9.767	FB08SEP18	11:00	3	0	1	austin	Shimadzu
Metabolite of Narcotic	10	0.75		FB08SEP18	11:00	3			austin	Shimadzu
Metabolite of a Narcotic	5	0.05		FB08SEP18	11:00	3			austin	Shimadzu
Metabolite of narcotic	10	0.05		FB08SEP18	11:00	3			austin	Shimadzu
Metabolite of opioid	5	0.05	0.31	FB08SEP18	11:00	3	0	0	austin	Shimadzu
Muscle Relaxant	10	0.05		FB08SEP18	11:00	3			austin	Shimadzu
Narcotic	20	0.05	0.257	FB08SEP18	11:00	3	0	0	austin	Shimadzu
Narcotic (New Psychoactive Susbstance)	10	0.75		FB08SEP18	11:00	3			austin	Shimadzu
Opioid	2.5	0.05	0.377	FB08SEP18	11:00	3	0	0	austin	Shimadzu
Sedative	20	0.5		FB08SEP18	11:00	3			austin	Shimadzu
Stimulant	5	0.05	0.308	FB08SEP18	11:00	3	0	0	austin	Shimadzu
Analgesic	20	0.5		FB08SEP18	11:00	1			austin	Waters_SPE1
Anesthetic	10	0.05		FB08SEP18	11:00	1			austin	Waters_SPE1
Anorectic	5	0.05	2.995	FB08SEP18	11:00	1	0	0	austin	Waters_SPE1
Antidepressant and Sedative	20	0.5		FB08SEP18	11:00	1			austin	Waters_SPE1
Anxiolytic	20	0.5		FB08SEP18	11:00	1			austin	Waters_SPE1
Benzodiazepine	5	0.05		FB08SEP18	11:00	1			austin	Waters_SPE1
Benzodiazepine or metabolite of Benzodiazepines	2.5	0.05		FB08SEP18	11:00	1			austin	Waters_SPE1
CNS stimulant	20	0.15	0.159	FB08SEP18	11:00	1	0	0	austin	Waters_SPE1
Decongestant	20	0.05	0.844	FB08SEP18	11:00	1	0	0	austin	Waters_SPE1
Hallucinogen/Stimulant	10	0.05		FB08SEP18	11:00	1			austin	Waters_SPE1
Hynotics	5	0.05		FB08SEP18	11:00	1			austin	Waters_SPE1
Metabolite of Benzodiazepam	20	0.05		FB08SEP18	11:00	1			austin	Waters_SPE1
Metabolite of CNS stimulant	20	0.05	0.126	FB08SEP18	11:00	1	0	0	austin	Waters_SPE1
Metabolite of Narcotic	10	0.75		FB08SEP18	11:00	1			austin	Waters_SPE1
Metabolite of a Narcotic	5	0.05		FB08SEP18	11:00	1			austin	Waters_SPE1
Metabolite of narcotic	10	0.05		FB08SEP18	11:00	1			austin	Waters_SPE1
Metabolite of opioid	10	0.05		FB08SEP18	11:00	1			austin	Waters_SPE1
Muscle Relaxant	10	0.05		FB08SEP18	11:00	1			austin	Waters_SPE1
Narcotic	20	0.05	0.163	FB08SEP18	11:00	1	0	0	austin	Waters_SPE1
Narcotic (New Psychoactive Susbstance)	10	0.75		FB08SEP18	11:00	1			austin	Waters_SPE1
Opioid	20	0.75		FB08SEP18	11:00	1			austin	Waters_SPE1
Sedative	20	0.5		FB08SEP18	11:00	1			austin	Waters_SPE1
Stimulant	5	0.05	2.386	FB08SEP18	11:00	1	0	0	austin	Waters_SPE1
Analgesic	20	0.5		FB08SEP18	11:00	2			austin	Waters_SPE1
Anesthetic	10	0.05		FB08SEP18	11:00	2			austin	Waters_SPE1
Anorectic	5	0.05	1.675	FB08SEP18	11:00	2	0	0	austin	Waters_SPE1
Antidepressant and Sedative	20	0.5		FB08SEP18	11:00	2			austin	Waters_SPE1
Anxiolytic	20	0.5		FB08SEP18	11:00	2			austin	Waters_SPE1
Benzodiazepine	5	0.05		FB08SEP18	11:00	2			austin	Waters_SPE1
Benzodiazepine or metabolite of Benzodiazepines	2.5	0.05		FB08SEP18	11:00	2			austin	Waters_SPE1
CNS stimulant	20	0.15	0.191	FB08SEP18	11:00	2	0	0	austin	Waters_SPE1
Decongestant	20	0.05	10.216	FB08SEP18	11:00	2	0	0	austin	Waters_SPE1
Hallucinogen/Stimulant	10	0.05		FB08SEP18	11:00	2			austin	Waters_SPE1
Hynotics	5	0.05		FB08SEP18	11:00	2			austin	Waters_SPE1
Metabolite of Benzodiazepam	20	0.05		FB08SEP18	11:00	2			austin	Waters_SPE1
Metabolite of CNS stimulant	20	0.05	0.578	FB08SEP18	11:00	2	0	0	austin	Waters_SPE1
Metabolite of Narcotic	10	0.75		FB08SEP18	11:00	2			austin	Waters_SPE1
Metabolite of a Narcotic	5	0.05		FB08SEP18	11:00	2			austin	Waters_SPE1
Metabolite of narcotic	10	0.5	0.415	FB08SEP18	11:00	2	1	0	austin	Waters_SPE1
Metabolite of opioid	5	0.05	0.068	FB08SEP18	11:00	2	0	0	austin	Waters_SPE1
Muscle Relaxant	10	0.05		FB08SEP18	11:00	2			austin	Waters_SPE1
Narcotic	20	0.05	0.202	FB08SEP18	11:00	2	0	0	austin	Waters_SPE1
Narcotic (New Psychoactive Susbstance)	10	0.75		FB08SEP18	11:00	2			austin	Waters_SPE1
Opioid	2.5	0.05	0.129	FB08SEP18	11:00	2	0	0	austin	Waters_SPE1
Sedative	20	0.5		FB08SEP18	11:00	2			austin	Waters_SPE1
Stimulant	5	0.05	0.205	FB08SEP18	11:00	2	0	0	austin	Waters_SPE1
Analgesic	20	0.5		FB08SEP18	11:00	3			austin	Waters_SPE1
Anesthetic	10	0.05		FB08SEP18	11:00	3			austin	Waters_SPE1
Anorectic	5	0.05	0.528	FB08SEP18	11:00	3	0	0	austin	Waters_SPE1
Antidepressant and Sedative	20	0.5		FB08SEP18	11:00	3			austin	Waters_SPE1
Anxiolytic	20	0.5		FB08SEP18	11:00	3			austin	Waters_SPE1
Benzodiazepine	5	0.05		FB08SEP18	11:00	3			austin	Waters_SPE1
Benzodiazepine or metabolite of Benzodiazepines	2.5	0.05		FB08SEP18	11:00	3			austin	Waters_SPE1
CNS stimulant	20	0.15	3.469	FB08SEP18	11:00	3	0	1	austin	Waters_SPE1
Decongestant	20	0.05	5.341	FB08SEP18	11:00	3	0	1	austin	Waters_SPE1
Hallucinogen/Stimulant	10	0.05		FB08SEP18	11:00	3			austin	Waters_SPE1
Hynotics	5	0.05		FB08SEP18	11:00	3			austin	Waters_SPE1
Metabolite of Benzodiazepam	20	0.05		FB08SEP18	11:00	3			austin	Waters_SPE1
Metabolite of CNS stimulant	20	0.05	10.321	FB08SEP18	11:00	3	0	0	austin	Waters_SPE1
Metabolite of Narcotic	10	0.75		FB08SEP18	11:00	3			austin	Waters_SPE1
Metabolite of a Narcotic	5	0.05		FB08SEP18	11:00	3			austin	Waters_SPE1
Metabolite of narcotic	10	0.5	1.121	FB08SEP18	11:00	3	0	0	austin	Waters_SPE1
Metabolite of opioid	5	0.05	0.089	FB08SEP18	11:00	3	0	0	austin	Waters_SPE1
Muscle Relaxant	10	0.05		FB08SEP18	11:00	3			austin	Waters_SPE1
Narcotic	20	0.05	0.227	FB08SEP18	11:00	3	0	0	austin	Waters_SPE1
Narcotic (New Psychoactive Susbstance)	10	0.75		FB08SEP18	11:00	3			austin	Waters_SPE1
Opioid	2.5	0.05	0.211	FB08SEP18	11:00	3	0	0	austin	Waters_SPE1
Sedative	20	0.5		FB08SEP18	11:00	3			austin	Waters_SPE1
Stimulant	5	0.05	0.478	FB08SEP18	11:00	3	0	0	austin	Waters_SPE1
Analgesic	20	0.5		FB08SEP18	11:00	1			zach	Waters_SPE2
Anesthetic	10	0.05		FB08SEP18	11:00	1			zach	Waters_SPE2
Anorectic	5	0.05	2.19	FB08SEP18	11:00	1	0	0	zach	Waters_SPE2
Antidepressant and Sedative	20	0.5		FB08SEP18	11:00	1			zach	Waters_SPE2
Anxiolytic	20	0.5		FB08SEP18	11:00	1			zach	Waters_SPE2
Benzodiazepine	5	0.05		FB08SEP18	11:00	1			zach	Waters_SPE2
Benzodiazepine or metabolite of Benzodiazepines	2.5	0.05		FB08SEP18	11:00	1			zach	Waters_SPE2
CNS stimulant	20	0.15	0.09	FB08SEP18	11:00	1	1	0	zach	Waters_SPE2
Decongestant	20	0.05	0.57	FB08SEP18	11:00	1	0	0	zach	Waters_SPE2
Hallucinogen/Stimulant	10	0.05		FB08SEP18	11:00	1			zach	Waters_SPE2
Hynotics	5	0.05		FB08SEP18	11:00	1			zach	Waters_SPE2
Metabolite of Benzodiazepam	20	0.05		FB08SEP18	11:00	1			zach	Waters_SPE2
Metabolite of CNS stimulant	20	0.05	0.08	FB08SEP18	11:00	1	0	0	zach	Waters_SPE2
Metabolite of Narcotic	10	0.75		FB08SEP18	11:00	1			zach	Waters_SPE2
Metabolite of a Narcotic	5	0.05		FB08SEP18	11:00	1			zach	Waters_SPE2
Metabolite of narcotic	10	0.05		FB08SEP18	11:00	1			zach	Waters_SPE2
Metabolite of opioid	10	0.05		FB08SEP18	11:00	1			zach	Waters_SPE2
Muscle Relaxant	10	0.05		FB08SEP18	11:00	1			zach	Waters_SPE2
Narcotic	20	0.05	0.08	FB08SEP18	11:00	1	0	0	zach	Waters_SPE2
Narcotic (New Psychoactive Susbstance)	10	0.75		FB08SEP18	11:00	1			zach	Waters_SPE2
Opioid	20	0.75		FB08SEP18	11:00	1			zach	Waters_SPE2
Sedative	20	0.5		FB08SEP18	11:00	1			zach	Waters_SPE2
Stimulant	5	0.05	2.31	FB08SEP18	11:00	1	0	0	zach	Waters_SPE2
Analgesic	20	0.5		FB08SEP18	11:00	2			zach	Waters_SPE2
Anesthetic	10	0.05		FB08SEP18	11:00	2			zach	Waters_SPE2
Anorectic	5	0.05	1.53	FB08SEP18	11:00	2	0	0	zach	Waters_SPE2
Antidepressant and Sedative	20	0.5		FB08SEP18	11:00	2			zach	Waters_SPE2
Anxiolytic	20	0.5		FB08SEP18	11:00	2			zach	Waters_SPE2
Benzodiazepine	5	0.05		FB08SEP18	11:00	2			zach	Waters_SPE2
Benzodiazepine or metabolite of Benzodiazepines	2.5	0.05		FB08SEP18	11:00	2			zach	Waters_SPE2
CNS stimulant	20	0.15	0.16	FB08SEP18	11:00	2	0	0	zach	Waters_SPE2
Decongestant	20	0.05	9.67	FB08SEP18	11:00	2	0	1	zach	Waters_SPE2
Hallucinogen/Stimulant	10	0.05		FB08SEP18	11:00	2			zach	Waters_SPE2
Hynotics	5	0.05		FB08SEP18	11:00	2			zach	Waters_SPE2
Metabolite of Benzodiazepam	20	0.05		FB08SEP18	11:00	2			zach	Waters_SPE2
Metabolite of CNS stimulant	20	0.05	0.58	FB08SEP18	11:00	2	0	0	zach	Waters_SPE2
Metabolite of Narcotic	10	0.75		FB08SEP18	11:00	2			zach	Waters_SPE2
Metabolite of a Narcotic	5	0.05		FB08SEP18	11:00	2			zach	Waters_SPE2
Metabolite of narcotic	10	0.5	0.56	FB08SEP18	11:00	2	0	0	zach	Waters_SPE2
Metabolite of opioid	5	0.05	0.1	FB08SEP18	11:00	2	0	0	zach	Waters_SPE2
Muscle Relaxant	10	0.05		FB08SEP18	11:00	2			zach	Waters_SPE2
Narcotic	20	0.05	0.21	FB08SEP18	11:00	2	0	0	zach	Waters_SPE2
Narcotic (New Psychoactive Susbstance)	10	0.75		FB08SEP18	11:00	2			zach	Waters_SPE2
Opioid	2.5	0.05	0.11	FB08SEP18	11:00	2	0	0	zach	Waters_SPE2
Sedative	20	0.5		FB08SEP18	11:00	2			zach	Waters_SPE2
Stimulant	5	0.05		FB08SEP18	11:00	2			zach	Waters_SPE2
Analgesic	20	0.5		FB08SEP18	11:00	3			zach	Waters_SPE2
Anesthetic	10	0.05		FB08SEP18	11:00	3			zach	Waters_SPE2
Anorectic	5	0.05	0.44	FB08SEP18	11:00	3	0	0	zach	Waters_SPE2
Antidepressant and Sedative	20	0.5		FB08SEP18	11:00	3			zach	Waters_SPE2
Anxiolytic	20	0.5		FB08SEP18	11:00	3			zach	Waters_SPE2
Benzodiazepine	5	0.05		FB08SEP18	11:00	3			zach	Waters_SPE2
Benzodiazepine or metabolite of Benzodiazepines	2.5	0.05		FB08SEP18	11:00	3			zach	Waters_SPE2
CNS stimulant	20	0.15	2.64	FB08SEP18	11:00	3	0	0	zach	Waters_SPE2
Decongestant	20	0.05	4.45	FB08SEP18	11:00	3	0	1	zach	Waters_SPE2
Hallucinogen/Stimulant	10	0.05		FB08SEP18	11:00	3			zach	Waters_SPE2
Hynotics	5	0.05		FB08SEP18	11:00	3			zach	Waters_SPE2
Metabolite of Benzodiazepam	20	0.05		FB08SEP18	11:00	3			zach	Waters_SPE2
Metabolite of CNS stimulant	20	0.05	10.21	FB08SEP18	11:00	3	0	0	zach	Waters_SPE2
Metabolite of Narcotic	10	0.75		FB08SEP18	11:00	3			zach	Waters_SPE2
Metabolite of a Narcotic	5	0.05		FB08SEP18	11:00	3			zach	Waters_SPE2
Metabolite of narcotic	10	0.5	1.65	FB08SEP18	11:00	3	0	0	zach	Waters_SPE2
Metabolite of opioid	5	0.05	0.1	FB08SEP18	11:00	3	0	0	zach	Waters_SPE2
Muscle Relaxant	10	0.05		FB08SEP18	11:00	3			zach	Waters_SPE2
Narcotic	20	0.05	0.083	FB08SEP18	11:00	3	0	0	zach	Waters_SPE2
Narcotic (New Psychoactive Susbstance)	10	0.75		FB08SEP18	11:00	3			zach	Waters_SPE2
Opioid	2.5	0.05	0.17	FB08SEP18	11:00	3	0	0	zach	Waters_SPE2
Sedative	20	0.5		FB08SEP18	11:00	3			zach	Waters_SPE2
Stimulant	5	0.05		FB08SEP18	11:00	3			zach	Waters_SPE2
Analgesic	20	0.5		FB08SEP18	11:30	1			austin	Shimadzu
Anesthetic	10	0.05		FB08SEP18	11:30	1			austin	Shimadzu
Anorectic	5	0.05		FB08SEP18	11:30	1			austin	Shimadzu
Antidepressant and Sedative	20	0.5		FB08SEP18	11:30	1			austin	Shimadzu
Anxiolytic	20	0.5		FB08SEP18	11:30	1			austin	Shimadzu
Benzodiazepine	5	0.05		FB08SEP18	11:30	1			austin	Shimadzu
Benzodiazepine or metabolite of Benzodiazepines	2.5	0.05		FB08SEP18	11:30	1			austin	Shimadzu
CNS stimulant	20	0.15		FB08SEP18	11:30	1			austin	Shimadzu
Decongestant	20	0.05		FB08SEP18	11:30	1			austin	Shimadzu
Hallucinogen/Stimulant	10	0.05		FB08SEP18	11:30	1			austin	Shimadzu
Hynotics	5	0.05		FB08SEP18	11:30	1			austin	Shimadzu
Metabolite of Benzodiazepam	20	0.05		FB08SEP18	11:30	1			austin	Shimadzu
